,Disease,Symptom,Position,Age,Gen
45,http://ai.symptomchecking.org/condtion/Coeliac_disease,"http://dbpedia.org/resource/Antibody, http://dbpedia.org/resource/Protein, http://dbpedia.org/resource/Wheat_allergy, http://dbpedia.org/resource/Developed_country, http://dbpedia.org/resource/Blood_test, http://dbpedia.org/resource/Aretaeus_of_Cappadocia, http://dbpedia.org/resource/Gluten, http://dbpedia.org/resource/Lymphoma, http://dbpedia.org/resource/Rye, http://dbpedia.org/resource/Oat, http://dbpedia.org/resource/Barley, http://dbpedia.org/resource/Inflammation, http://dbpedia.org/resource/Malnutrition, http://dbpedia.org/resource/Ancient_Greek, http://dbpedia.org/resource/Gluten-free_diet, http://dbpedia.org/resource/Immune_system, http://dbpedia.org/resource/Appetite, http://dbpedia.org/resource/Genetic_testing, http://dbpedia.org/resource/Diarrhea, http://dbpedia.org/resource/Anemia, http://dbpedia.org/resource/Coeliac_disease, http://dbpedia.org/resource/Thyroiditis, http://dbpedia.org/resource/Autoimmune_disease, http://dbpedia.org/resource/Diabetes_mellitus_type_1, http://dbpedia.org/resource/Abdominal_distension, http://dbpedia.org/resource/Malabsorption","http://dbpedia.org/resource/Gastrointestinal_tract, http://dbpedia.org/resource/Small_intestine, http://dbpedia.org/resource/Intestinal_villus",young,Female
46,http://ai.symptomchecking.org/condtion/Cold_sore,"http://dbpedia.org/resource/Herpes_simplex_virus, http://dbpedia.org/resource/Frequency, http://dbpedia.org/resource/Herpes_labialis, http://dbpedia.org/resource/Virus, http://dbpedia.org/resource/Herpes_simplex, http://dbpedia.org/resource/Infection","http://dbpedia.org/resource/Lip, http://dbpedia.org/resource/Facial_nerve",any,any
47,http://ai.symptomchecking.org/condtion/Coma,"http://dbpedia.org/resource/Perception, http://dbpedia.org/resource/Radio_frequency, http://dbpedia.org/resource/Ancient_Greek, http://dbpedia.org/resource/Consciousness, http://dbpedia.org/resource/Neuron, http://dbpedia.org/resource/Ras_subfamily, http://dbpedia.org/resource/KOMA_(FM), http://dbpedia.org/resource/Induced_coma, http://dbpedia.org/resource/Wakefulness, http://dbpedia.org/resource/Stimulation, http://dbpedia.org/resource/Role, http://dbpedia.org/resource/Coma","http://dbpedia.org/resource/Reticular_formation, http://dbpedia.org/resource/Grey_matter, http://dbpedia.org/resource/Cerebral_cortex, http://dbpedia.org/resource/Thalamus, http://dbpedia.org/resource/Nervous_system, http://dbpedia.org/resource/Brainstem, http://dbpedia.org/resource/White_matter, http://dbpedia.org/resource/Brain, http://dbpedia.org/resource/Axon, http://dbpedia.org/resource/List_of_thalamic_nuclei",any,any
48,http://ai.symptomchecking.org/condtion/Common_cold,"http://dbpedia.org/resource/Sneeze, http://dbpedia.org/resource/Ibuprofen, http://dbpedia.org/resource/Nonsteroidal_anti-inflammatory_drug, http://dbpedia.org/resource/Day_care, http://dbpedia.org/resource/Antibiotics, http://dbpedia.org/resource/Risk, http://dbpedia.org/resource/Hand_washing, http://dbpedia.org/resource/Ten_Days, http://dbpedia.org/resource/Immune_system, http://dbpedia.org/resource/Virus, http://dbpedia.org/resource/Vaccine, http://dbpedia.org/resource/Viral_disease, http://dbpedia.org/resource/Sore_throat, http://dbpedia.org/resource/Fever, http://dbpedia.org/resource/Influenza, http://dbpedia.org/resource/Rhinorrhea, http://dbpedia.org/resource/Pain, http://dbpedia.org/resource/Cough, http://dbpedia.org/resource/Headache, http://dbpedia.org/resource/Infection, http://dbpedia.org/resource/Common_cold, http://dbpedia.org/resource/Pneumonia","http://dbpedia.org/resource/Paranasal_sinuses, http://dbpedia.org/resource/Respiratory_tract, http://dbpedia.org/resource/Larynx, http://dbpedia.org/resource/Epithelium",young,any
49,http://ai.symptomchecking.org/condtion/Congenital_heart_disease,"http://dbpedia.org/resource/Tachypnea, http://dbpedia.org/resource/Cardiac_surgery, http://dbpedia.org/resource/Tobacco_smoking, http://dbpedia.org/resource/Rubella_vaccine, http://dbpedia.org/resource/Interventional_radiology, http://dbpedia.org/resource/Ethanol, http://dbpedia.org/resource/Risk_factor, http://dbpedia.org/resource/Pregnancy, http://dbpedia.org/resource/Iodine_deficiency, http://dbpedia.org/resource/Genetic_disorder, http://dbpedia.org/resource/Congenital_disorder, http://dbpedia.org/resource/Rubella, http://dbpedia.org/resource/Chest_pain, http://dbpedia.org/resource/Heart_failure, http://dbpedia.org/resource/Cyanosis, http://dbpedia.org/resource/Congenital_heart_defect, http://dbpedia.org/resource/Obesity","http://dbpedia.org/resource/Heart_valve, http://dbpedia.org/resource/Gastric_acid, http://dbpedia.org/resource/Heart_transplantation, http://dbpedia.org/resource/Heart, http://dbpedia.org/resource/Circulatory_system",young,Female
50,http://ai.symptomchecking.org/condtion/Conjunctivitis,"http://dbpedia.org/resource/Hand_washing, http://dbpedia.org/resource/Pollen, http://dbpedia.org/resource/Tears, http://dbpedia.org/resource/Antibiotics, http://dbpedia.org/resource/Antihistamine, http://dbpedia.org/resource/Enzyme_inhibitor, http://dbpedia.org/resource/Chlamydia_trachomatis, http://dbpedia.org/resource/Pathogenic_bacteria, http://dbpedia.org/resource/United_States, http://dbpedia.org/resource/Inflammation, http://dbpedia.org/resource/Contact_lens, http://dbpedia.org/resource/Viral_disease, http://dbpedia.org/resource/Edema, http://dbpedia.org/resource/Conjunctivitis, http://dbpedia.org/resource/Allergy, http://dbpedia.org/resource/Herpes_simplex, http://dbpedia.org/resource/Pain, http://dbpedia.org/resource/Common_cold, http://dbpedia.org/resource/Gonorrhea, http://dbpedia.org/resource/Itch","http://dbpedia.org/resource/Eyelid, http://dbpedia.org/resource/Eye, http://dbpedia.org/resource/Mast_cell",young,any
51,http://ai.symptomchecking.org/condtion/Constipation,"http://dbpedia.org/resource/United_States, http://dbpedia.org/resource/Gas, http://dbpedia.org/resource/Disease, http://dbpedia.org/resource/Laxative, http://dbpedia.org/resource/Symptom, http://dbpedia.org/resource/Toxic_heavy_metal, http://dbpedia.org/resource/Surgery, http://dbpedia.org/resource/Defecation, http://dbpedia.org/resource/Hormone, http://dbpedia.org/resource/Dieting, http://dbpedia.org/resource/Biofeedback, http://dbpedia.org/resource/Toxicity, http://dbpedia.org/resource/Fecal_incontinence, http://dbpedia.org/resource/Bowel_obstruction, http://dbpedia.org/resource/Fecal_impaction, http://dbpedia.org/resource/Hypothyroidism, http://dbpedia.org/resource/Constipation",http://dbpedia.org/resource/Large_intestine,old,any
52,http://ai.symptomchecking.org/condtion/Costochondritis,"http://dbpedia.org/resource/Cortisone, http://dbpedia.org/resource/Analgesic, http://dbpedia.org/resource/Inflammation, http://dbpedia.org/resource/Surgery, http://dbpedia.org/resource/Disease, http://dbpedia.org/resource/Heinrich_Franz_Friedrich_Tietze, http://dbpedia.org/resource/Medical_emergency, http://dbpedia.org/resource/Costochondritis, http://dbpedia.org/resource/Nonsteroidal_anti-inflammatory_drug, http://dbpedia.org/resource/Chest_pain, http://dbpedia.org/resource/Pain, http://dbpedia.org/resource/Myocardial_infarction","http://dbpedia.org/resource/Sternum, http://dbpedia.org/resource/Rib_cage, http://dbpedia.org/resource/Thoracic_wall, http://dbpedia.org/resource/Heart, http://dbpedia.org/resource/Costal_cartilage",any,any
53,http://ai.symptomchecking.org/condtion/Cough,"http://dbpedia.org/resource/Exhalation, http://dbpedia.org/resource/ACE_inhibitor, http://dbpedia.org/resource/Inflammation, http://dbpedia.org/resource/Smoking, http://dbpedia.org/resource/Mucus, http://dbpedia.org/resource/Air_pollution, http://dbpedia.org/resource/Microorganism, http://dbpedia.org/resource/Inhalation, http://dbpedia.org/resource/Codeine, http://dbpedia.org/resource/Smoking_cessation, http://dbpedia.org/resource/Viral_disease, http://dbpedia.org/resource/Pathogenic_bacteria, http://dbpedia.org/resource/Post-nasal_drip, http://dbpedia.org/resource/Dextromethorphan, http://dbpedia.org/resource/Gastroesophageal_reflux_disease, http://dbpedia.org/resource/Asthma, http://dbpedia.org/resource/Chronic_obstructive_pulmonary_disease, http://dbpedia.org/resource/Infection, http://dbpedia.org/resource/Cough, http://dbpedia.org/resource/Heart_failure","http://dbpedia.org/resource/Glottis, http://dbpedia.org/resource/Lung, http://dbpedia.org/resource/Respiratory_tract",any,any
54,http://ai.symptomchecking.org/condtion/Crohn's_disease,"http://dbpedia.org/resource/Icahn_School_of_Medicine_at_Mount_Sinai, http://dbpedia.org/resource/Antigen, http://dbpedia.org/resource/Africa, http://dbpedia.org/resource/North_America, http://dbpedia.org/resource/Surgery, http://dbpedia.org/resource/Cure, http://dbpedia.org/resource/New_York_City, http://dbpedia.org/resource/Heredity, http://dbpedia.org/resource/Europe, http://dbpedia.org/resource/Medical_imaging, http://dbpedia.org/resource/Bacteria, http://dbpedia.org/resource/Gastroenterology, http://dbpedia.org/resource/Asia, http://dbpedia.org/resource/Methotrexate, http://dbpedia.org/resource/Pyoderma, http://dbpedia.org/resource/Thiopurine, http://dbpedia.org/resource/Biopsy, http://dbpedia.org/resource/Disease, http://dbpedia.org/resource/Corticosteroid, http://dbpedia.org/resource/Tobacco_smoking, http://dbpedia.org/resource/Immune_system, http://dbpedia.org/resource/Abscess, http://dbpedia.org/resource/Colonoscopy, http://dbpedia.org/resource/Inflammation, http://dbpedia.org/resource/Hospital, http://dbpedia.org/resource/Immunodeficiency, http://dbpedia.org/resource/Rash, http://dbpedia.org/resource/Anemia, http://dbpedia.org/resource/Gastroenteritis, http://dbpedia.org/resource/Bowel_obstruction, http://dbpedia.org/resource/Inflammatory_bowel_disease, http://dbpedia.org/resource/Weight_loss, http://dbpedia.org/resource/Erythema, http://dbpedia.org/resource/Autoimmune_disease, http://dbpedia.org/resource/Irritable_bowel_syndrome, http://dbpedia.org/resource/Infection, http://dbpedia.org/resource/Arthritis, http://dbpedia.org/resource/Diarrhea, http://dbpedia.org/resource/Fever, http://dbpedia.org/resource/Abdominal_pain, http://dbpedia.org/resource/Colorectal_cancer","http://dbpedia.org/resource/Anus, http://dbpedia.org/resource/Ileum, http://dbpedia.org/resource/Human_eye, http://dbpedia.org/resource/Gastrointestinal_tract",any,any
55,http://ai.symptomchecking.org/condtion/Croup,"http://dbpedia.org/resource/Chest_radiograph, http://dbpedia.org/resource/Immunization, http://dbpedia.org/resource/Viral_disease, http://dbpedia.org/resource/Stridor, http://dbpedia.org/resource/Corticosteroid, http://dbpedia.org/resource/Virus, http://dbpedia.org/resource/Epinephrine, http://dbpedia.org/resource/Corynebacterium_diphtheriae, http://dbpedia.org/resource/Respiratory_tract_infection, http://dbpedia.org/resource/Foreign_body, http://dbpedia.org/resource/Orthomyxoviridae, http://dbpedia.org/resource/Western_world, http://dbpedia.org/resource/Vaccination, http://dbpedia.org/resource/Pathogenic_bacteria, http://dbpedia.org/resource/Dysphonia, http://dbpedia.org/resource/Fever, http://dbpedia.org/resource/Edema, http://dbpedia.org/resource/Rhinorrhea, http://dbpedia.org/resource/Hematuria, http://dbpedia.org/resource/Epiglottitis, http://dbpedia.org/resource/Croup, http://dbpedia.org/resource/Cough, http://dbpedia.org/resource/Human_parainfluenza_viruses",http://dbpedia.org/resource/Trachea,young,any
56,http://ai.symptomchecking.org/condtion/Cystic_fibrosis,"http://dbpedia.org/resource/Antibiotics, http://dbpedia.org/resource/Fibrosis, http://dbpedia.org/resource/Asian_people, http://dbpedia.org/resource/Role, http://dbpedia.org/resource/Northern_Europe, http://dbpedia.org/resource/Gene, http://dbpedia.org/resource/Cell_surface_receptor, http://dbpedia.org/resource/Steatorrhea, http://dbpedia.org/resource/Vitamin, http://dbpedia.org/resource/Electrical_resistance_and_conductance, http://dbpedia.org/resource/Perspiration, http://dbpedia.org/resource/Azithromycin, http://dbpedia.org/resource/Intravenous_therapy, http://dbpedia.org/resource/Saline_(medicine), http://dbpedia.org/resource/Asymptomatic_carrier, http://dbpedia.org/resource/Genetic_testing, http://dbpedia.org/resource/Dominance_(genetics), http://dbpedia.org/resource/Salbutamol, http://dbpedia.org/resource/Cystic_fibrosis_transmembrane_conductance_regulator, http://dbpedia.org/resource/Respiratory_tract_infection, http://dbpedia.org/resource/Shortness_of_breath, http://dbpedia.org/resource/Proteinuria, http://dbpedia.org/resource/Genetic_disorder, http://dbpedia.org/resource/Infertility, http://dbpedia.org/resource/Failure_to_thrive, http://dbpedia.org/resource/Sinusitis","http://dbpedia.org/resource/Liver, http://dbpedia.org/resource/Kidney, http://dbpedia.org/resource/Pancreas, http://dbpedia.org/resource/Gastrointestinal_tract, http://dbpedia.org/resource/Lung_transplantation",any,any
57,http://ai.symptomchecking.org/condtion/Cystitis,"http://dbpedia.org/resource/Escherichia_coli, http://dbpedia.org/resource/Outline_of_human_anatomy, http://dbpedia.org/resource/Diabetes_mellitus, http://dbpedia.org/resource/Fungus, http://dbpedia.org/resource/Pathogenic_bacteria, http://dbpedia.org/resource/Risk_factor, http://dbpedia.org/resource/Ebers_Papyrus, http://dbpedia.org/resource/Bacteriuria, http://dbpedia.org/resource/Bacteremia, http://dbpedia.org/resource/Phenazopyridine, http://dbpedia.org/resource/Antibiotics, http://dbpedia.org/resource/Risk, http://dbpedia.org/resource/Nitrofurantoin, http://dbpedia.org/resource/Urination, http://dbpedia.org/resource/Sulfamethoxazole, http://dbpedia.org/resource/French_Resistance, http://dbpedia.org/resource/Intravenous_therapy, http://dbpedia.org/resource/Urine, http://dbpedia.org/resource/Sexually_transmitted_infection, http://dbpedia.org/resource/Pregnancy, http://dbpedia.org/resource/Obesity, http://dbpedia.org/resource/Pain, http://dbpedia.org/resource/Infection, http://dbpedia.org/resource/Fever, http://dbpedia.org/resource/Urinary_tract_infection, http://dbpedia.org/resource/Abdominal_pain, http://dbpedia.org/resource/Dyspareunia, http://dbpedia.org/resource/Pyelonephritis","http://dbpedia.org/resource/White_blood_cell, http://dbpedia.org/resource/Urinary_system",any,Female
58,http://ai.symptomchecking.org/condtion/Deep_vein_thrombosis,"http://dbpedia.org/resource/Aspirin, http://dbpedia.org/resource/Compression_stockings, http://dbpedia.org/resource/Thrombosis, http://dbpedia.org/resource/D-dimer, http://dbpedia.org/resource/Medical_ultrasound, http://dbpedia.org/resource/Orthopedic_surgery, http://dbpedia.org/resource/Pneumatics, http://dbpedia.org/resource/Combined_oral_contraceptive_pill, http://dbpedia.org/resource/Low_molecular_weight_heparin, http://dbpedia.org/resource/German_language, http://dbpedia.org/resource/Interplay_Entertainment, http://dbpedia.org/resource/Disease, http://dbpedia.org/resource/Biochemistry, http://dbpedia.org/resource/Vitamin_K_antagonist, http://dbpedia.org/resource/Protein_S, http://dbpedia.org/resource/Venous_thrombosis, http://dbpedia.org/resource/Mutation, http://dbpedia.org/resource/Postpartum_period, http://dbpedia.org/resource/Thrombus, http://dbpedia.org/resource/Rudolf_Virchow, http://dbpedia.org/resource/Leiden, http://dbpedia.org/resource/Clinical_prediction_rule, http://dbpedia.org/resource/Surgery, http://dbpedia.org/resource/Factor_V, http://dbpedia.org/resource/Oxygen_therapy, http://dbpedia.org/resource/Pathology, http://dbpedia.org/resource/Blood_type, http://dbpedia.org/resource/Pregnancy, http://dbpedia.org/resource/Edema, http://dbpedia.org/resource/Genetic_disorder, http://dbpedia.org/resource/Thrombophilia, http://dbpedia.org/resource/Deep_vein_thrombosis, http://dbpedia.org/resource/Embolism, http://dbpedia.org/resource/Protein_C_deficiency, http://dbpedia.org/resource/Cancer, http://dbpedia.org/resource/Pain, http://dbpedia.org/resource/Major_trauma","http://dbpedia.org/resource/Blood_vessel, http://dbpedia.org/resource/Vein, http://dbpedia.org/resource/Lung, http://dbpedia.org/resource/Blood, http://dbpedia.org/resource/Triceps_surae_muscle",young,Female
59,http://ai.symptomchecking.org/condtion/Dermatitis_herpetiformis,"http://dbpedia.org/resource/Virus, http://dbpedia.org/resource/The_Age, http://dbpedia.org/resource/Disease, http://dbpedia.org/resource/HLA-DQ2, http://dbpedia.org/resource/Indigenous_peoples_of_the_Americas, http://dbpedia.org/resource/Inflammation, http://dbpedia.org/resource/Prevalence, http://dbpedia.org/resource/Herpes_simplex, http://dbpedia.org/resource/Coeliac_disease","http://dbpedia.org/resource/Human_skin, http://dbpedia.org/resource/Pleural_effusion","young, old",any
60,http://ai.symptomchecking.org/condtion/Dry_mouth,"http://dbpedia.org/resource/Ia_(cuneiform), http://dbpedia.org/resource/Symptom, http://dbpedia.org/resource/Radiation_therapy, http://dbpedia.org/resource/Mouth_breathing, http://dbpedia.org/resource/Xero_(software), http://dbpedia.org/resource/Xerostomia, http://dbpedia.org/resource/Dehydration",http://dbpedia.org/resource/Salivary_gland,any,any
61,http://ai.symptomchecking.org/condtion/Dystonia,"http://dbpedia.org/resource/Botulinum_toxin, http://dbpedia.org/resource/Drug, http://dbpedia.org/resource/Physical_therapy, http://dbpedia.org/resource/Movement_disorder, http://dbpedia.org/resource/Disease, http://dbpedia.org/resource/Neurological_disorder, http://dbpedia.org/resource/SoltyRei, http://dbpedia.org/resource/Antipsychotic, http://dbpedia.org/resource/Major_trauma, http://dbpedia.org/resource/Lead_poisoning, http://dbpedia.org/resource/Dystonia, http://dbpedia.org/resource/Tremor, http://dbpedia.org/resource/Infection",http://dbpedia.org/resource/Muscle,any,any
62,http://ai.symptomchecking.org/condtion/Earache,"http://dbpedia.org/resource/Head_and_neck_cancer, http://dbpedia.org/resource/Infection, http://dbpedia.org/resource/Ear_pain","http://dbpedia.org/resource/Ear, http://dbpedia.org/resource/Paranasal_sinuses, http://dbpedia.org/resource/Tonsil, http://dbpedia.org/resource/Referred_pain, http://dbpedia.org/resource/Pharynx",any,any
63,http://ai.symptomchecking.org/condtion/Ebola_virus_disease,"http://dbpedia.org/resource/Vaccine, http://dbpedia.org/resource/Blood_pressure, http://dbpedia.org/resource/Cremation, http://dbpedia.org/resource/Primate, http://dbpedia.org/resource/West_Africa, http://dbpedia.org/resource/In_vitro, http://dbpedia.org/resource/List_of_villages_in_Japan, http://dbpedia.org/resource/Antibody, http://dbpedia.org/resource/Health_care, http://dbpedia.org/resource/World_Health_Organization, http://dbpedia.org/resource/Viral_disease, http://dbpedia.org/resource/Oral_rehydration_therapy, http://dbpedia.org/resource/Role, http://dbpedia.org/resource/Viral_hemorrhagic_fever, http://dbpedia.org/resource/SoltyRei, http://dbpedia.org/resource/Yambuku, http://dbpedia.org/resource/Contact_tracing, http://dbpedia.org/resource/Sub-Saharan_Africa, http://dbpedia.org/resource/Bushmeat, http://dbpedia.org/resource/RNA_virus, http://dbpedia.org/resource/Breast_milk, http://dbpedia.org/resource/Intravenous_therapy, http://dbpedia.org/resource/Body_fluid, http://dbpedia.org/resource/West_African_Ebola_virus_epidemic, http://dbpedia.org/resource/Vomiting, http://dbpedia.org/resource/Asymptomatic_carrier, http://dbpedia.org/resource/Personal_protective_equipment, http://dbpedia.org/resource/Hand_washing, http://dbpedia.org/resource/Typhoid_fever, http://dbpedia.org/resource/Meningitis, http://dbpedia.org/resource/Ebola_virus_disease, http://dbpedia.org/resource/Sore_throat, http://dbpedia.org/resource/Diarrhea, http://dbpedia.org/resource/Pain, http://dbpedia.org/resource/Rash, http://dbpedia.org/resource/Fever, http://dbpedia.org/resource/Infection, http://dbpedia.org/resource/Cholera, http://dbpedia.org/resource/Malaria","http://dbpedia.org/resource/Blood, http://dbpedia.org/resource/Liver, http://dbpedia.org/resource/Semen, http://dbpedia.org/resource/Kidney",any,any
64,http://ai.symptomchecking.org/condtion/Ectopic_pregnancy,"http://dbpedia.org/resource/Surgery, http://dbpedia.org/resource/Bleeding, http://dbpedia.org/resource/Assisted_reproductive_technology, http://dbpedia.org/resource/Fetus, http://dbpedia.org/resource/Cancer_screening, http://dbpedia.org/resource/Vaginal_bleeding, http://dbpedia.org/resource/Laparoscopy, http://dbpedia.org/resource/Tobacco_smoking, http://dbpedia.org/resource/Blood_test, http://dbpedia.org/resource/Vital_signs, http://dbpedia.org/resource/Implant_(medicine), http://dbpedia.org/resource/Ultrasound, http://dbpedia.org/resource/Risk, http://dbpedia.org/resource/Al-Zahrawi, http://dbpedia.org/resource/Human_chorionic_gonadotropin, http://dbpedia.org/resource/Developed_country, http://dbpedia.org/resource/Methotrexate, http://dbpedia.org/resource/Gonadotropin, http://dbpedia.org/resource/Tachycardia, http://dbpedia.org/resource/Ovarian_torsion, http://dbpedia.org/resource/Pain, http://dbpedia.org/resource/Abdominal_pain, http://dbpedia.org/resource/Miscarriage, http://dbpedia.org/resource/Pelvic_inflammatory_disease, http://dbpedia.org/resource/Chlamydia_infection, http://dbpedia.org/resource/Ectopic_pregnancy, http://dbpedia.org/resource/Appendicitis, http://dbpedia.org/resource/Infertility, http://dbpedia.org/resource/Pregnancy","http://dbpedia.org/resource/Vagina, http://dbpedia.org/resource/Abdomen, http://dbpedia.org/resource/Cervix, http://dbpedia.org/resource/Embryo, http://dbpedia.org/resource/Uterus, http://dbpedia.org/resource/Fallopian_tube, http://dbpedia.org/resource/Laparotomy, http://dbpedia.org/resource/Ovary",any,Female
65,http://ai.symptomchecking.org/condtion/Endometriosis,"http://dbpedia.org/resource/Nonsteroidal_anti-inflammatory_drug, http://dbpedia.org/resource/Combined_oral_contraceptive_pill, http://dbpedia.org/resource/Fibromyalgia, http://dbpedia.org/resource/Analgesic, http://dbpedia.org/resource/Hormonal_contraception, http://dbpedia.org/resource/Naproxen, http://dbpedia.org/resource/Gonadotropin-releasing_hormone_agonist, http://dbpedia.org/resource/Sexual_intercourse, http://dbpedia.org/resource/Medical_imaging, http://dbpedia.org/resource/Surgery, http://dbpedia.org/resource/Risk, http://dbpedia.org/resource/Menstruation, http://dbpedia.org/resource/Pelvic_pain, http://dbpedia.org/resource/Progestogen, http://dbpedia.org/resource/Alcoholic_liver_disease, http://dbpedia.org/resource/Inflammation, http://dbpedia.org/resource/Intrauterine_device, http://dbpedia.org/resource/Biopsy, http://dbpedia.org/resource/Endometrial_cancer, http://dbpedia.org/resource/Pain, http://dbpedia.org/resource/Infection, http://dbpedia.org/resource/Interstitial_cystitis, http://dbpedia.org/resource/Irritable_bowel_syndrome, http://dbpedia.org/resource/Adenomyosis, http://dbpedia.org/resource/Pelvic_inflammatory_disease, http://dbpedia.org/resource/Infertility, http://dbpedia.org/resource/Endometriosis","http://dbpedia.org/resource/Urinary_system, http://dbpedia.org/resource/Ovary, http://dbpedia.org/resource/Epithelium, http://dbpedia.org/resource/Uterus, http://dbpedia.org/resource/Fallopian_tube",young,Female
66,http://ai.symptomchecking.org/condtion/Epilepsy,"http://dbpedia.org/resource/Blood_test, http://dbpedia.org/resource/Surgery, http://dbpedia.org/resource/Brain_injury, http://dbpedia.org/resource/Electroencephalography, http://dbpedia.org/resource/Neuron, http://dbpedia.org/resource/Neurostimulation, http://dbpedia.org/resource/Human_sexual_activity, http://dbpedia.org/resource/Neurological_disorder, http://dbpedia.org/resource/Social_stigma, http://dbpedia.org/resource/Mutation, http://dbpedia.org/resource/Congenital_disorder, http://dbpedia.org/resource/Stroke, http://dbpedia.org/resource/Brain_tumor, http://dbpedia.org/resource/Epileptic_seizure, http://dbpedia.org/resource/Alcohol_withdrawal_syndrome, http://dbpedia.org/resource/Epilepsy",http://dbpedia.org/resource/Cerebral_cortex,"young, old",any
67,http://ai.symptomchecking.org/condtion/Ewing_sarcoma,"http://dbpedia.org/resource/James_Ewing_(pathologist), http://dbpedia.org/resource/Ewing_family_(television), http://dbpedia.org/resource/Malignancy, http://dbpedia.org/resource/Locus_(genetics), http://dbpedia.org/resource/Lymphoma, http://dbpedia.org/resource/Rare_disease, http://dbpedia.org/resource/Sarcoma, http://dbpedia.org/resource/Cell_biology, http://dbpedia.org/resource/Neuroectodermal_tumor, http://dbpedia.org/resource/Cancer, http://dbpedia.org/resource/Genetic_disorder, http://dbpedia.org/resource/Bone_tumor, http://dbpedia.org/resource/Neoplasm","http://dbpedia.org/resource/Femur, http://dbpedia.org/resource/Humerus, http://dbpedia.org/resource/Pelvis, http://dbpedia.org/resource/Bone, http://dbpedia.org/resource/Mesoderm, http://dbpedia.org/resource/Soft_tissue, http://dbpedia.org/resource/Clavicle",any,any
68,http://ai.symptomchecking.org/condtion/Ewing_sarcoma_Children,"http://dbpedia.org/resource/Malignancy, http://dbpedia.org/resource/Locus_(genetics), http://dbpedia.org/resource/Ewing_family_(television), http://dbpedia.org/resource/James_Ewing_(pathologist), http://dbpedia.org/resource/Cell_biology, http://dbpedia.org/resource/Neuroectodermal_tumor, http://dbpedia.org/resource/Rare_disease, http://dbpedia.org/resource/Sarcoma, http://dbpedia.org/resource/Lymphoma, http://dbpedia.org/resource/Genetic_disorder, http://dbpedia.org/resource/Neoplasm, http://dbpedia.org/resource/Cancer, http://dbpedia.org/resource/Bone_tumor","http://dbpedia.org/resource/Pelvis, http://dbpedia.org/resource/Soft_tissue, http://dbpedia.org/resource/Humerus, http://dbpedia.org/resource/Bone, http://dbpedia.org/resource/Mesoderm, http://dbpedia.org/resource/Femur, http://dbpedia.org/resource/Clavicle",any,any
69,http://ai.symptomchecking.org/condtion/Eye_cancer,"http://dbpedia.org/resource/Thyroid_cancer, http://dbpedia.org/resource/Benign_tumor, http://dbpedia.org/resource/Kidney_cancer, http://dbpedia.org/resource/Colorectal_cancer, http://dbpedia.org/resource/Lung_cancer, http://dbpedia.org/resource/Breast_cancer, http://dbpedia.org/resource/Cancer, http://dbpedia.org/resource/Metastasis","http://dbpedia.org/resource/Blood, http://dbpedia.org/resource/Skin, http://dbpedia.org/resource/Human_eye, http://dbpedia.org/resource/Prostate",any,any
70,http://ai.symptomchecking.org/condtion/Febrile_seizures,"http://dbpedia.org/resource/Benzodiazepine, http://dbpedia.org/resource/Electroencephalography, http://dbpedia.org/resource/Lorazepam, http://dbpedia.org/resource/Midazolam, http://dbpedia.org/resource/Convulsion, http://dbpedia.org/resource/Metabolic_disorder, http://dbpedia.org/resource/Antipyretic, http://dbpedia.org/resource/60_Minutes, http://dbpedia.org/resource/Anticonvulsant, http://dbpedia.org/resource/Generalised_tonic-clonic_seizure, http://dbpedia.org/resource/Fever, http://dbpedia.org/resource/Infection, http://dbpedia.org/resource/Hyperthermia, http://dbpedia.org/resource/Febrile_seizure, http://dbpedia.org/resource/Epileptic_seizure","http://dbpedia.org/resource/Lumbar_puncture, http://dbpedia.org/resource/Brain",young,Female
71,http://ai.symptomchecking.org/condtion/Fibroids,"http://dbpedia.org/resource/Hormone, http://dbpedia.org/resource/Medical_imaging, http://dbpedia.org/resource/Ibuprofen, http://dbpedia.org/resource/Benign_tumor, http://dbpedia.org/resource/Urination, http://dbpedia.org/resource/Risk, http://dbpedia.org/resource/Pelvic_examination, http://dbpedia.org/resource/Gonadotropin-releasing_hormone_agonist, http://dbpedia.org/resource/Gonadotropin, http://dbpedia.org/resource/United_States, http://dbpedia.org/resource/Paracetamol, http://dbpedia.org/resource/Leiomyoma, http://dbpedia.org/resource/Surgery, http://dbpedia.org/resource/Sex, http://dbpedia.org/resource/Red_meat, http://dbpedia.org/resource/Iron_supplement, http://dbpedia.org/resource/Pain, http://dbpedia.org/resource/Uterine_fibroid, http://dbpedia.org/resource/Menopause, http://dbpedia.org/resource/Obesity","http://dbpedia.org/resource/Uterus, http://dbpedia.org/resource/Smooth_muscle_tissue, http://dbpedia.org/resource/Uterine_artery_embolization, http://dbpedia.org/resource/Urinary_bladder",any,Female
