,Disease,Symptom,Position,Age,Gen
45,http://ai.symptomchecking.org/condtion/Coeliac_disease,"[http://dbpedia.org/resource/Antibody,  http://dbpedia.org/resource/Protein,  http://dbpedia.org/resource/Wheat_allergy,  http://dbpedia.org/resource/Developed_country,  http://dbpedia.org/resource/Blood_test,  http://dbpedia.org/resource/Aretaeus_of_Cappadocia,  http://dbpedia.org/resource/Gluten,  http://dbpedia.org/resource/Lymphoma,  http://dbpedia.org/resource/Rye]",[http://dbpedia.org/resource/Gastrointestinal_tract],young,Female
46,http://ai.symptomchecking.org/condtion/Cold_sore,"[http://dbpedia.org/resource/Herpes_simplex_virus,  http://dbpedia.org/resource/Frequency,  http://dbpedia.org/resource/Herpes_labialis,  http://dbpedia.org/resource/Virus]","[http://dbpedia.org/resource/Lip,  http://dbpedia.org/resource/Facial_nerve]",Yong,male
47,http://ai.symptomchecking.org/condtion/Coma,"[http://dbpedia.org/resource/Perception,  http://dbpedia.org/resource/Radio_frequency,  http://dbpedia.org/resource/Ancient_Greek,  http://dbpedia.org/resource/Consciousness,  http://dbpedia.org/resource/Neuron]","[http://dbpedia.org/resource/Reticular_formation,  http://dbpedia.org/resource/Grey_matter,  http://dbpedia.org/resource/Cerebral_cortex,  http://dbpedia.org/resource/Thalamus,  http://dbpedia.org/resource/Nervous_system,  http://dbpedia.org/resource/Brainstem,  http://dbpedia.org/resource/White_matter,  http://dbpedia.org/resource/Brain,  http://dbpedia.org/resource/Axon]",Middel age,female
48,http://ai.symptomchecking.org/condtion/Common_cold,"[http://dbpedia.org/resource/Sneeze,  http://dbpedia.org/resource/Ibuprofen,  http://dbpedia.org/resource/Nonsteroidal_anti-inflammatory_drug,  http://dbpedia.org/resource/Day_care,  http://dbpedia.org/resource/Antibiotics,  http://dbpedia.org/resource/Risk,  http://dbpedia.org/resource/Hand_washing,  http://dbpedia.org/resource/Ten_Days,  http://dbpedia.org/resource/Immune_system,  http://dbpedia.org/resource/Virus,  http://dbpedia.org/resource/Vaccine,  http://dbpedia.org/resource/Viral_disease,  http://dbpedia.org/resource/Sore_throat,  http://dbpedia.org/resource/Fever,  http://dbpedia.org/resource/Influenza,  http://dbpedia.org/resource/Rhinorrhea,  http://dbpedia.org/resource/Pain,  http://dbpedia.org/resource/Cough,  http://dbpedia.org/resource/Headache,  http://dbpedia.org/resource/Infection]","[http://dbpedia.org/resource/Paranasal_sinuses,  http://dbpedia.org/resource/Respiratory_tract]",young,female
49,http://ai.symptomchecking.org/condtion/Congenital_heart_disease,"[http://dbpedia.org/resource/Tachypnea,  http://dbpedia.org/resource/Cardiac_surgery,  http://dbpedia.org/resource/Tobacco_smoking,  http://dbpedia.org/resource/Rubella_vaccine,  http://dbpedia.org/resource/Interventional_radiology,  http://dbpedia.org/resource/Ethanol,  http://dbpedia.org/resource/Risk_factor,  http://dbpedia.org/resource/Pregnancy,  http://dbpedia.org/resource/Iodine_deficiency]","[http://dbpedia.org/resource/Heart_valve,  http://dbpedia.org/resource/Gastric_acid,  http://dbpedia.org/resource/Heart_transplantation,  http://dbpedia.org/resource/Heart]",young,Female
50,http://ai.symptomchecking.org/condtion/Conjunctivitis,"[http://dbpedia.org/resource/Hand_washing,  http://dbpedia.org/resource/Pollen,  http://dbpedia.org/resource/Tears,  http://dbpedia.org/resource/Antibiotics,  http://dbpedia.org/resource/Antihistamine,  http://dbpedia.org/resource/Enzyme_inhibitor,  http://dbpedia.org/resource/Chlamydia_trachomatis,  http://dbpedia.org/resource/Pathogenic_bacteria,  http://dbpedia.org/resource/United_States,  http://dbpedia.org/resource/Inflammation,  http://dbpedia.org/resource/Contact_lens,  http://dbpedia.org/resource/Viral_disease,  http://dbpedia.org/resource/Edema,  http://dbpedia.org/resource/Conjunctivitis,  http://dbpedia.org/resource/Allergy,  http://dbpedia.org/resource/Herpes_simplex]",[http://dbpedia.org/resource/Eyelid],young,female
51,http://ai.symptomchecking.org/condtion/Constipation,"[http://dbpedia.org/resource/United_States,  http://dbpedia.org/resource/Gas,  http://dbpedia.org/resource/Disease,  http://dbpedia.org/resource/Laxative,  http://dbpedia.org/resource/Symptom,  http://dbpedia.org/resource/Toxic_heavy_metal,  http://dbpedia.org/resource/Surgery,  http://dbpedia.org/resource/Defecation,  http://dbpedia.org/resource/Hormone]",http://dbpedia.org/resource/Large_intestine,old,male
52,http://ai.symptomchecking.org/condtion/Costochondritis,"[http://dbpedia.org/resource/Cortisone,  http://dbpedia.org/resource/Analgesic,  http://dbpedia.org/resource/Inflammation,  http://dbpedia.org/resource/Surgery,  http://dbpedia.org/resource/Disease,  http://dbpedia.org/resource/Heinrich_Franz_Friedrich_Tietze,  http://dbpedia.org/resource/Medical_emergency,  http://dbpedia.org/resource/Costochondritis]","[http://dbpedia.org/resource/Sternum,  http://dbpedia.org/resource/Rib_cage,  http://dbpedia.org/resource/Thoracic_wall]",Yong,male
53,http://ai.symptomchecking.org/condtion/Cough,"[http://dbpedia.org/resource/Exhalation,  http://dbpedia.org/resource/ACE_inhibitor,  http://dbpedia.org/resource/Inflammation,  http://dbpedia.org/resource/Smoking,  http://dbpedia.org/resource/Mucus,  http://dbpedia.org/resource/Air_pollution,  http://dbpedia.org/resource/Microorganism,  http://dbpedia.org/resource/Inhalation,  http://dbpedia.org/resource/Codeine,  http://dbpedia.org/resource/Smoking_cessation,  http://dbpedia.org/resource/Viral_disease,  http://dbpedia.org/resource/Pathogenic_bacteria,  http://dbpedia.org/resource/Post-nasal_drip,  http://dbpedia.org/resource/Dextromethorphan,  http://dbpedia.org/resource/Gastroesophageal_reflux_disease]","[http://dbpedia.org/resource/Glottis,  http://dbpedia.org/resource/Lung,  http://dbpedia.org/resource/Respiratory_tract]",Elder,male
54,http://ai.symptomchecking.org/condtion/Crohn's_disease,"[http://dbpedia.org/resource/Icahn_School_of_Medicine_at_Mount_Sinai,  http://dbpedia.org/resource/Antigen,  http://dbpedia.org/resource/Africa,  http://dbpedia.org/resource/North_America,  http://dbpedia.org/resource/Surgery,  http://dbpedia.org/resource/Cure,  http://dbpedia.org/resource/New_York_City,  http://dbpedia.org/resource/Heredity,  http://dbpedia.org/resource/Europe,  http://dbpedia.org/resource/Medical_imaging,  http://dbpedia.org/resource/Bacteria,  http://dbpedia.org/resource/Gastroenterology,  http://dbpedia.org/resource/Asia,  http://dbpedia.org/resource/Methotrexate,  http://dbpedia.org/resource/Pyoderma,  http://dbpedia.org/resource/Thiopurine,  http://dbpedia.org/resource/Biopsy,  http://dbpedia.org/resource/Disease,  http://dbpedia.org/resource/Corticosteroid,  http://dbpedia.org/resource/Tobacco_smoking,  http://dbpedia.org/resource/Immune_system,  http://dbpedia.org/resource/Abscess,  http://dbpedia.org/resource/Colonoscopy,  http://dbpedia.org/resource/Inflammation,  http://dbpedia.org/resource/Hospital,  http://dbpedia.org/resource/Immunodeficiency,  http://dbpedia.org/resource/Rash]","[http://dbpedia.org/resource/Anus,  http://dbpedia.org/resource/Ileum,  http://dbpedia.org/resource/Human_eye,  http://dbpedia.org/resource/Gastrointestinal_tract]",Yong,female
55,http://ai.symptomchecking.org/condtion/Croup,"[http://dbpedia.org/resource/Chest_radiograph,  http://dbpedia.org/resource/Immunization,  http://dbpedia.org/resource/Viral_disease,  http://dbpedia.org/resource/Stridor,  http://dbpedia.org/resource/Corticosteroid]",http://dbpedia.org/resource/Trachea,young,female
56,http://ai.symptomchecking.org/condtion/Cystic_fibrosis,"[http://dbpedia.org/resource/Antibiotics,  http://dbpedia.org/resource/Fibrosis,  http://dbpedia.org/resource/Asian_people,  http://dbpedia.org/resource/Role,  http://dbpedia.org/resource/Northern_Europe,  http://dbpedia.org/resource/Gene,  http://dbpedia.org/resource/Cell_surface_receptor,  http://dbpedia.org/resource/Steatorrhea,  http://dbpedia.org/resource/Vitamin,  http://dbpedia.org/resource/Electrical_resistance_and_conductance,  http://dbpedia.org/resource/Perspiration,  http://dbpedia.org/resource/Azithromycin,  http://dbpedia.org/resource/Intravenous_therapy,  http://dbpedia.org/resource/Saline_(medicine),  http://dbpedia.org/resource/Asymptomatic_carrier,  http://dbpedia.org/resource/Genetic_testing]",[http://dbpedia.org/resource/Liver],Elder,male
57,http://ai.symptomchecking.org/condtion/Cystitis,"[http://dbpedia.org/resource/Escherichia_coli,  http://dbpedia.org/resource/Outline_of_human_anatomy,  http://dbpedia.org/resource/Diabetes_mellitus,  http://dbpedia.org/resource/Fungus,  http://dbpedia.org/resource/Pathogenic_bacteria,  http://dbpedia.org/resource/Risk_factor,  http://dbpedia.org/resource/Ebers_Papyrus,  http://dbpedia.org/resource/Bacteriuria,  http://dbpedia.org/resource/Bacteremia,  http://dbpedia.org/resource/Phenazopyridine,  http://dbpedia.org/resource/Antibiotics,  http://dbpedia.org/resource/Risk,  http://dbpedia.org/resource/Nitrofurantoin,  http://dbpedia.org/resource/Urination,  http://dbpedia.org/resource/Sulfamethoxazole,  http://dbpedia.org/resource/French_Resistance,  http://dbpedia.org/resource/Intravenous_therapy,  http://dbpedia.org/resource/Urine,  http://dbpedia.org/resource/Sexually_transmitted_infection,  http://dbpedia.org/resource/Pregnancy,  http://dbpedia.org/resource/Obesity,  http://dbpedia.org/resource/Pain,  http://dbpedia.org/resource/Infection,  http://dbpedia.org/resource/Fever]",[http://dbpedia.org/resource/White_blood_cell],Elder,Female
58,http://ai.symptomchecking.org/condtion/Deep_vein_thrombosis,"[http://dbpedia.org/resource/Aspirin,  http://dbpedia.org/resource/Compression_stockings,  http://dbpedia.org/resource/Thrombosis,  http://dbpedia.org/resource/D-dimer,  http://dbpedia.org/resource/Medical_ultrasound,  http://dbpedia.org/resource/Orthopedic_surgery,  http://dbpedia.org/resource/Pneumatics,  http://dbpedia.org/resource/Combined_oral_contraceptive_pill,  http://dbpedia.org/resource/Low_molecular_weight_heparin,  http://dbpedia.org/resource/German_language,  http://dbpedia.org/resource/Interplay_Entertainment,  http://dbpedia.org/resource/Disease,  http://dbpedia.org/resource/Biochemistry,  http://dbpedia.org/resource/Vitamin_K_antagonist,  http://dbpedia.org/resource/Protein_S,  http://dbpedia.org/resource/Venous_thrombosis,  http://dbpedia.org/resource/Mutation,  http://dbpedia.org/resource/Postpartum_period,  http://dbpedia.org/resource/Thrombus,  http://dbpedia.org/resource/Rudolf_Virchow,  http://dbpedia.org/resource/Leiden,  http://dbpedia.org/resource/Clinical_prediction_rule,  http://dbpedia.org/resource/Surgery,  http://dbpedia.org/resource/Factor_V,  http://dbpedia.org/resource/Oxygen_therapy,  http://dbpedia.org/resource/Pathology,  http://dbpedia.org/resource/Blood_type,  http://dbpedia.org/resource/Pregnancy,  http://dbpedia.org/resource/Edema,  http://dbpedia.org/resource/Genetic_disorder,  http://dbpedia.org/resource/Thrombophilia,  http://dbpedia.org/resource/Deep_vein_thrombosis,  http://dbpedia.org/resource/Embolism]","[http://dbpedia.org/resource/Blood_vessel,  http://dbpedia.org/resource/Vein,  http://dbpedia.org/resource/Lung]",young,Female
59,http://ai.symptomchecking.org/condtion/Dermatitis_herpetiformis,"[http://dbpedia.org/resource/Virus,  http://dbpedia.org/resource/The_Age,  http://dbpedia.org/resource/Disease,  http://dbpedia.org/resource/HLA-DQ2]",[http://dbpedia.org/resource/Human_skin],"young, old",male
60,http://ai.symptomchecking.org/condtion/Dry_mouth,"[http://dbpedia.org/resource/Ia_(cuneiform),  http://dbpedia.org/resource/Symptom,  http://dbpedia.org/resource/Radiation_therapy,  http://dbpedia.org/resource/Mouth_breathing]",http://dbpedia.org/resource/Salivary_gland,Yong,female
61,http://ai.symptomchecking.org/condtion/Dystonia,"[http://dbpedia.org/resource/Botulinum_toxin,  http://dbpedia.org/resource/Drug,  http://dbpedia.org/resource/Physical_therapy,  http://dbpedia.org/resource/Movement_disorder,  http://dbpedia.org/resource/Disease,  http://dbpedia.org/resource/Neurological_disorder,  http://dbpedia.org/resource/SoltyRei,  http://dbpedia.org/resource/Antipsychotic,  http://dbpedia.org/resource/Major_trauma,  http://dbpedia.org/resource/Lead_poisoning]",http://dbpedia.org/resource/Muscle,Middel age,female
62,http://ai.symptomchecking.org/condtion/Earache,"http://dbpedia.org/resource/Head_and_neck_cancer, http://dbpedia.org/resource/Infection, http://dbpedia.org/resource/Ear_pain","[http://dbpedia.org/resource/Ear,  http://dbpedia.org/resource/Paranasal_sinuses,  http://dbpedia.org/resource/Tonsil]",Middel age,male
63,http://ai.symptomchecking.org/condtion/Ebola_virus_disease,"[http://dbpedia.org/resource/Vaccine,  http://dbpedia.org/resource/Blood_pressure,  http://dbpedia.org/resource/Cremation,  http://dbpedia.org/resource/Primate,  http://dbpedia.org/resource/West_Africa,  http://dbpedia.org/resource/In_vitro,  http://dbpedia.org/resource/List_of_villages_in_Japan,  http://dbpedia.org/resource/Antibody,  http://dbpedia.org/resource/Health_care,  http://dbpedia.org/resource/World_Health_Organization,  http://dbpedia.org/resource/Viral_disease,  http://dbpedia.org/resource/Oral_rehydration_therapy,  http://dbpedia.org/resource/Role,  http://dbpedia.org/resource/Viral_hemorrhagic_fever,  http://dbpedia.org/resource/SoltyRei,  http://dbpedia.org/resource/Yambuku,  http://dbpedia.org/resource/Contact_tracing,  http://dbpedia.org/resource/Sub-Saharan_Africa,  http://dbpedia.org/resource/Bushmeat,  http://dbpedia.org/resource/RNA_virus,  http://dbpedia.org/resource/Breast_milk,  http://dbpedia.org/resource/Intravenous_therapy,  http://dbpedia.org/resource/Body_fluid,  http://dbpedia.org/resource/West_African_Ebola_virus_epidemic,  http://dbpedia.org/resource/Vomiting,  http://dbpedia.org/resource/Asymptomatic_carrier,  http://dbpedia.org/resource/Personal_protective_equipment,  http://dbpedia.org/resource/Hand_washing,  http://dbpedia.org/resource/Typhoid_fever,  http://dbpedia.org/resource/Meningitis,  http://dbpedia.org/resource/Ebola_virus_disease,  http://dbpedia.org/resource/Sore_throat]",[http://dbpedia.org/resource/Blood],Middel age,female
64,http://ai.symptomchecking.org/condtion/Ectopic_pregnancy,"[http://dbpedia.org/resource/Surgery,  http://dbpedia.org/resource/Bleeding,  http://dbpedia.org/resource/Assisted_reproductive_technology,  http://dbpedia.org/resource/Fetus,  http://dbpedia.org/resource/Cancer_screening,  http://dbpedia.org/resource/Vaginal_bleeding,  http://dbpedia.org/resource/Laparoscopy,  http://dbpedia.org/resource/Tobacco_smoking,  http://dbpedia.org/resource/Blood_test,  http://dbpedia.org/resource/Vital_signs,  http://dbpedia.org/resource/Implant_(medicine),  http://dbpedia.org/resource/Ultrasound,  http://dbpedia.org/resource/Risk,  http://dbpedia.org/resource/Al-Zahrawi,  http://dbpedia.org/resource/Human_chorionic_gonadotropin,  http://dbpedia.org/resource/Developed_country,  http://dbpedia.org/resource/Methotrexate,  http://dbpedia.org/resource/Gonadotropin,  http://dbpedia.org/resource/Tachycardia,  http://dbpedia.org/resource/Ovarian_torsion,  http://dbpedia.org/resource/Pain]","[http://dbpedia.org/resource/Vagina,  http://dbpedia.org/resource/Abdomen,  http://dbpedia.org/resource/Cervix,  http://dbpedia.org/resource/Embryo,  http://dbpedia.org/resource/Uterus,  http://dbpedia.org/resource/Fallopian_tube,  http://dbpedia.org/resource/Laparotomy]",Elder,Female
65,http://ai.symptomchecking.org/condtion/Endometriosis,"[http://dbpedia.org/resource/Nonsteroidal_anti-inflammatory_drug,  http://dbpedia.org/resource/Combined_oral_contraceptive_pill,  http://dbpedia.org/resource/Fibromyalgia,  http://dbpedia.org/resource/Analgesic,  http://dbpedia.org/resource/Hormonal_contraception,  http://dbpedia.org/resource/Naproxen,  http://dbpedia.org/resource/Gonadotropin-releasing_hormone_agonist,  http://dbpedia.org/resource/Sexual_intercourse,  http://dbpedia.org/resource/Medical_imaging,  http://dbpedia.org/resource/Surgery,  http://dbpedia.org/resource/Risk,  http://dbpedia.org/resource/Menstruation,  http://dbpedia.org/resource/Pelvic_pain,  http://dbpedia.org/resource/Progestogen]","[http://dbpedia.org/resource/Urinary_system,  http://dbpedia.org/resource/Ovary,  http://dbpedia.org/resource/Epithelium]",young,Female
66,http://ai.symptomchecking.org/condtion/Epilepsy,"[http://dbpedia.org/resource/Blood_test,  http://dbpedia.org/resource/Surgery,  http://dbpedia.org/resource/Brain_injury,  http://dbpedia.org/resource/Electroencephalography,  http://dbpedia.org/resource/Neuron,  http://dbpedia.org/resource/Neurostimulation,  http://dbpedia.org/resource/Human_sexual_activity]",http://dbpedia.org/resource/Cerebral_cortex,"young, old",female
67,http://ai.symptomchecking.org/condtion/Ewing_sarcoma,"[http://dbpedia.org/resource/James_Ewing_(pathologist),  http://dbpedia.org/resource/Ewing_family_(television),  http://dbpedia.org/resource/Malignancy,  http://dbpedia.org/resource/Locus_(genetics)]","[http://dbpedia.org/resource/Femur,  http://dbpedia.org/resource/Humerus]",Middel age,female
68,http://ai.symptomchecking.org/condtion/Ewing_sarcoma_Children,"[http://dbpedia.org/resource/Malignancy,  http://dbpedia.org/resource/Locus_(genetics),  http://dbpedia.org/resource/Ewing_family_(television),  http://dbpedia.org/resource/James_Ewing_(pathologist),  http://dbpedia.org/resource/Cell_biology,  http://dbpedia.org/resource/Neuroectodermal_tumor,  http://dbpedia.org/resource/Rare_disease]","[http://dbpedia.org/resource/Pelvis,  http://dbpedia.org/resource/Soft_tissue]",Yong,male
69,http://ai.symptomchecking.org/condtion/Eye_cancer,"[http://dbpedia.org/resource/Thyroid_cancer,  http://dbpedia.org/resource/Benign_tumor,  http://dbpedia.org/resource/Kidney_cancer]","[http://dbpedia.org/resource/Blood,  http://dbpedia.org/resource/Skin,  http://dbpedia.org/resource/Human_eye]",Elder,female
70,http://ai.symptomchecking.org/condtion/Febrile_seizures,"[http://dbpedia.org/resource/Benzodiazepine,  http://dbpedia.org/resource/Electroencephalography,  http://dbpedia.org/resource/Lorazepam,  http://dbpedia.org/resource/Midazolam,  http://dbpedia.org/resource/Convulsion,  http://dbpedia.org/resource/Metabolic_disorder,  http://dbpedia.org/resource/Antipyretic,  http://dbpedia.org/resource/60_Minutes,  http://dbpedia.org/resource/Anticonvulsant]",[http://dbpedia.org/resource/Lumbar_puncture],young,Female
71,http://ai.symptomchecking.org/condtion/Fibroids,"[http://dbpedia.org/resource/Hormone,  http://dbpedia.org/resource/Medical_imaging,  http://dbpedia.org/resource/Ibuprofen,  http://dbpedia.org/resource/Benign_tumor,  http://dbpedia.org/resource/Urination,  http://dbpedia.org/resource/Risk]","[http://dbpedia.org/resource/Uterus,  http://dbpedia.org/resource/Smooth_muscle_tissue,  http://dbpedia.org/resource/Uterine_artery_embolization]",Middel age,Female
72,http://ai.symptomchecking.org/condtion/Fibromyalgia,"[http://dbpedia.org/resource/Pregabalin,  http://dbpedia.org/resource/Thermoregulation,  http://dbpedia.org/resource/Opioid,  http://dbpedia.org/resource/Blood_pressure,  http://dbpedia.org/resource/Noise,  http://dbpedia.org/resource/Fibromyalgia,  http://dbpedia.org/resource/Analgesic,  http://dbpedia.org/resource/Milnacipran,  http://dbpedia.org/resource/New_Latin,  http://dbpedia.org/resource/FM_broadcasting,  http://dbpedia.org/resource/Duloxetine,  http://dbpedia.org/resource/Connective_tissue,  http://dbpedia.org/resource/United_States,  http://dbpedia.org/resource/Healthy_diet,  http://dbpedia.org/resource/Histology,  http://dbpedia.org/resource/Disease,  http://dbpedia.org/resource/Dietary_supplement,  http://dbpedia.org/resource/Memory,  http://dbpedia.org/resource/Greek_language,  http://dbpedia.org/resource/Anxiety,  http://dbpedia.org/resource/Sensitization,  http://dbpedia.org/resource/Cognitive_behavioral_therapy,  http://dbpedia.org/resource/Chronic_pain,  http://dbpedia.org/resource/Inositol,  http://dbpedia.org/resource/Medical_test,  http://dbpedia.org/resource/Fiber,  http://dbpedia.org/resource/Peripheral_neuropathy,  http://dbpedia.org/resource/Pain,  http://dbpedia.org/resource/Major_depressive_disorder,  http://dbpedia.org/resource/Sleep_disorder]",[http://dbpedia.org/resource/Central_nervous_system],Elder,Female
73,http://ai.symptomchecking.org/condtion/Flatulence,"[http://dbpedia.org/resource/Gas,  http://dbpedia.org/resource/Human_sexual_activity,  http://dbpedia.org/resource/Latin,  http://dbpedia.org/resource/Noise]","[http://dbpedia.org/resource/Buttocks,  http://dbpedia.org/resource/Anus]",Yong,male
74,http://ai.symptomchecking.org/condtion/Food_poisoning,"[http://dbpedia.org/resource/Parasitism,  http://dbpedia.org/resource/Chemical_substance,  http://dbpedia.org/resource/Foodborne_illness,  http://dbpedia.org/resource/Food_spoilage,  http://dbpedia.org/resource/Mushroom_poisoning,  http://dbpedia.org/resource/Virus]",[http://dbpedia.org/resource/Stomach],Elder,female
75,http://ai.symptomchecking.org/condtion/Gallbladder_cancer,"[http://dbpedia.org/resource/Native_Americans_in_the_United_States,  http://dbpedia.org/resource/Hispanic,  http://dbpedia.org/resource/India,  http://dbpedia.org/resource/Cure,  http://dbpedia.org/resource/South_America,  http://dbpedia.org/resource/Europe,  http://dbpedia.org/resource/Vomiting,  http://dbpedia.org/resource/Japan,  http://dbpedia.org/resource/Abdominal_pain,  http://dbpedia.org/resource/Gallstone]",[http://dbpedia.org/resource/Lymph_node],Yong,female
76,http://ai.symptomchecking.org/condtion/Gallstones,"[http://dbpedia.org/resource/General_anaesthesia,  http://dbpedia.org/resource/Cholesterol,  http://dbpedia.org/resource/Blood_test,  http://dbpedia.org/resource/Dieting]","[http://dbpedia.org/resource/Lithotripsy,  http://dbpedia.org/resource/Gallbladder,  http://dbpedia.org/resource/Pancreas]",Middel age,male
77,http://ai.symptomchecking.org/condtion/Ganglion_cyst,http://dbpedia.org/resource/Fluid,http://dbpedia.org/resource/Soft_tissue,Elder,female
78,http://ai.symptomchecking.org/condtion/Gastroenteritis,"[http://dbpedia.org/resource/Soap,  http://dbpedia.org/resource/Antibiotics,  http://dbpedia.org/resource/Drinking_water,  http://dbpedia.org/resource/Hand_washing,  http://dbpedia.org/resource/Nasogastric_intubation,  http://dbpedia.org/resource/Human_feces,  http://dbpedia.org/resource/Viral_disease,  http://dbpedia.org/resource/Food_energy,  http://dbpedia.org/resource/Rotavirus_vaccine,  http://dbpedia.org/resource/Parasitic_disease,  http://dbpedia.org/resource/Oral_rehydration_therapy,  http://dbpedia.org/resource/Breastfeeding,  http://dbpedia.org/resource/Sodium_chloride,  http://dbpedia.org/resource/Intravenous_therapy,  http://dbpedia.org/resource/Carbohydrate,  http://dbpedia.org/resource/Fungus,  http://dbpedia.org/resource/Norovirus]","[http://dbpedia.org/resource/Breast,  http://dbpedia.org/resource/Stomach,  http://dbpedia.org/resource/Gastrointestinal_tract]",young,female
79,http://ai.symptomchecking.org/condtion/Germ_cell_tumours,"http://dbpedia.org/resource/Germ_cell_tumor, http://dbpedia.org/resource/Congenital_disorder","[http://dbpedia.org/resource/Ovary,  http://dbpedia.org/resource/Testicle,  http://dbpedia.org/resource/Gonad]",Middel age,male
80,http://ai.symptomchecking.org/condtion/Glandular_fever,"[http://dbpedia.org/resource/Ibuprofen,  http://dbpedia.org/resource/Monaural,  http://dbpedia.org/resource/Paracetamol,  http://dbpedia.org/resource/United_States]","[http://dbpedia.org/resource/Semen,  http://dbpedia.org/resource/Liver]",young,male
81,http://ai.symptomchecking.org/condtion/Gout,"[http://dbpedia.org/resource/Corticosteroid,  http://dbpedia.org/resource/Dieting,  http://dbpedia.org/resource/Beer,  http://dbpedia.org/resource/Meat_tenderness]","[http://dbpedia.org/resource/Synovial_fluid,  http://dbpedia.org/resource/Toe,  http://dbpedia.org/resource/Blood,  http://dbpedia.org/resource/Gastric_acid]",Elder,Male
82,http://ai.symptomchecking.org/condtion/Gum_disease,"[http://dbpedia.org/resource/Radiography,  http://dbpedia.org/resource/Physical_examination,  http://dbpedia.org/resource/Microorganism,  http://dbpedia.org/resource/Periodontology,  http://dbpedia.org/resource/Immune_system,  http://dbpedia.org/resource/Tooth]",[http://dbpedia.org/resource/Periodontium],Yong,female
83,http://ai.symptomchecking.org/condtion/HIV,"[http://dbpedia.org/resource/Exosphere,  http://dbpedia.org/resource/Cytotoxicity,  http://dbpedia.org/resource/HIV,  http://dbpedia.org/resource/Computer_virus,  http://dbpedia.org/resource/CD4,  http://dbpedia.org/resource/Opportunistic_infection,  http://dbpedia.org/resource/Immune_system,  http://dbpedia.org/resource/Retrovirus,  http://dbpedia.org/resource/Lentivirus,  http://dbpedia.org/resource/Breast_milk,  http://dbpedia.org/resource/Cell-mediated_immunity,  http://dbpedia.org/resource/Virus,  http://dbpedia.org/resource/Vaginal_discharge]","[http://dbpedia.org/resource/Pre-ejaculate,  http://dbpedia.org/resource/Dendritic_cell,  http://dbpedia.org/resource/T_cell,  http://dbpedia.org/resource/Blood,  http://dbpedia.org/resource/White_blood_cell,  http://dbpedia.org/resource/Apoptosis,  http://dbpedia.org/resource/T_helper_cell,  http://dbpedia.org/resource/Cytotoxic_T_cell,  http://dbpedia.org/resource/Macrophage]",Middel age,female
84,http://ai.symptomchecking.org/condtion/Hairy_cell_leukaemia,"[http://dbpedia.org/resource/Malignancy,  http://dbpedia.org/resource/Tumors_of_the_hematopoietic_and_lymphoid_tissues,  http://dbpedia.org/resource/Western_Europe,  http://dbpedia.org/resource/North_America,  http://dbpedia.org/resource/Disease]",[http://dbpedia.org/resource/B_cell],Yong,female
85,http://ai.symptomchecking.org/condtion/Hay_fever,"[http://dbpedia.org/resource/Sleep,  http://dbpedia.org/resource/Inflammation,  http://dbpedia.org/resource/Physiology,  http://dbpedia.org/resource/Histamine,  http://dbpedia.org/resource/Blood_test,  http://dbpedia.org/resource/Immunoglobulin_E,  http://dbpedia.org/resource/Immune_system,  http://dbpedia.org/resource/Blackley,  http://dbpedia.org/resource/Muhammad_ibn_Zakariya_al-Razi,  http://dbpedia.org/resource/Nasal_congestion,  http://dbpedia.org/resource/Clemens_von_Pirquet,  http://dbpedia.org/resource/Sneeze,  http://dbpedia.org/resource/Allergen,  http://dbpedia.org/resource/Skin_allergy_test,  http://dbpedia.org/resource/Diphenhydramine,  http://dbpedia.org/resource/Corticosteroid,  http://dbpedia.org/resource/Hay,  http://dbpedia.org/resource/Pet,  http://dbpedia.org/resource/Allergen_immunotherapy,  http://dbpedia.org/resource/Antihistamine,  http://dbpedia.org/resource/Heredity,  http://dbpedia.org/resource/Western_world,  http://dbpedia.org/resource/Dust,  http://dbpedia.org/resource/Symptom,  http://dbpedia.org/resource/Medical_history,  http://dbpedia.org/resource/The_Fluid,  http://dbpedia.org/resource/Mold,  http://dbpedia.org/resource/Cromoglicic_acid]",[http://dbpedia.org/resource/Tongue],Middel age,male
86,http://ai.symptomchecking.org/condtion/Head_and_neck_cancer,"[http://dbpedia.org/resource/Targeted_therapy,  http://dbpedia.org/resource/Surgery,  http://dbpedia.org/resource/Radiation_therapy,  http://dbpedia.org/resource/Chemotherapy,  http://dbpedia.org/resource/Medical_imaging,  http://dbpedia.org/resource/Tobacco_smoking,  http://dbpedia.org/resource/Head_and_neck_cancer,  http://dbpedia.org/resource/Alcohol,  http://dbpedia.org/resource/Cancer_screening,  http://dbpedia.org/resource/Biopsy,  http://dbpedia.org/resource/Radiation_exposure,  http://dbpedia.org/resource/Bleeding,  http://dbpedia.org/resource/Carcinoma,  http://dbpedia.org/resource/Blood_test,  http://dbpedia.org/resource/Squamous_cell_carcinoma,  http://dbpedia.org/resource/Betel,  http://dbpedia.org/resource/Sore_throat]",[http://dbpedia.org/resource/Salivary_gland],Elder,female
